ElapsedTime_s,Distance,Si29_CPS,Mg_ppm_m25,Al_ppm_m27,Sc_ppm_m45,Ti_ppm_m47,Fe_ppm_m57,Re_ppm_m185,Pt_ppm_m195
153.411,186.761,44548.2,297944.3,20.78993,1.479448,1.334683,-1.265359,0.02907028,0.007609289
156.746,183.426,44669.82,289425.2,22.30425,1.369517,0.9301021,0.766633,0.1453753,0.0006730846
160.081,180.091,49355.51,286427.8,20.25622,1.528162,1.245842,1.864895,0.01256754,0.003130612
163.416,176.756,44299.32,294681.8,20.04021,1.609849,1.418732,4.452893,0.0002905686,0.0007074823
166.751,173.421,45441.84,304691.5,21.98773,1.63976,1.261545,0.1560468,0.0002880767,0.003428031
170.086,170.086,42899.4,321157.8,21.89361,1.450159,1.271762,4.360355,0.03650482,0.0007602711
173.421,166.751,46807,301317.3,21.12086,1.454516,1.356356,2.854778,0.007500388,-0.0006118996
176.756,163.416,41840,322634.9,21.45368,1.612074,1.253839,5.011218,0.003555477,-0.002148468
180.091,160.081,45853.39,301999.5,21.30472,1.558175,1.098719,4.640261,0.006193404,0.003452335
183.426,156.746,42371.12,351234.5,23.24299,1.549392,1.05872,3.502825,-0.004444741,-0.0006306657
186.761,153.411,44866.62,302678.2,20.09571,1.534483,0.9841374,2.685959,0.01536627,0.01321109
190.096,150.076,47229.95,298090.2,20.71943,1.512179,1.255035,3.003638,0.01174328,0.0007714649
193.431,146.741,43695.18,315660,21.29794,1.585397,1.277455,2.566188,0.006518826,0.01076106
196.766,143.406,43436.02,304722.1,22.09549,1.652036,1.142146,3.282927,0.006562627,0.009414983
200.101,140.071,46899.06,312450.1,21.60582,1.440643,1.218821,0.1130896,0.02479228,-0.0005015992
203.436,136.736,46716.26,312935,21.01624,1.430827,1.120155,4.004743,-0.002557906,-0.003138531
206.771,133.401,42903.91,305486.3,20.79596,1.526641,1.171204,5.920121,0.02239051,0.002365365
210.106,130.066,43395.61,285675.8,20.08374,1.486579,1.062446,5.33638,0.03302849,0.01090634
213.441,126.731,42666.67,312723.9,20.9766,1.576454,1.047972,4.773877,0.0003785678,0.003858022
216.776,123.396,40494.12,309220.4,21.28847,1.737728,1.375585,1.684618,0.005404291,0.002553047
220.111,120.061,43047.04,326116.8,19.84273,1.56831,1.149812,2.673187,-0.002750213,-0.001894263
223.446,116.726,37653.5,363110.2,23.72815,1.693446,1.533286,4.688298,0.0183697,-0.005433776
226.781,113.391,43063.2,302619,20.14068,1.556975,1.484035,1.969591,0.01136538,0.006753429
230.116,110.056,41971.09,302222.7,19.61044,1.684186,1.423929,1.834147,0.008450311,-0.006317437
233.451,106.721,45963.14,335272.1,20.83872,1.704182,1.015589,2.773972,0.0003799497,0.01173632
236.786,103.386,43813.54,282891.3,19.93501,1.675904,1.065045,6.059909,0.008104605,0.002446311
240.121,100.051,43779.02,265182.6,19.9166,1.5063,1.536785,3.76199,0.4181245,-0.001774637
243.456,96.716,45948.4,316392.5,20.64945,1.483402,0.8502165,7.262712,0.2118699,-0.0003311947
246.791,93.381,43111.7,316120.2,19.932,1.438432,1.208862,4.682983,0.4966022,-0.0003381739
250.126,90.046,44333.5,298396.1,22.88908,1.601222,1.59398,1.827327,0.743174,-0.001709028
253.461,86.711,44972.46,320606.8,19.76531,1.560471,1.188696,4,0.3620023,0.01757527
256.796,83.376,44591.46,305136.2,20.6148,1.430001,1.105959,5.267732,0.100293,0.008034254
260.131,80.041,45426.55,304689.1,20.11528,1.548384,1.478822,6.644132,0.03606986,0.005178569
263.466,76.706,44867.11,308804.6,20.46815,1.466403,1.052462,6.796103,0.05306524,0.001123923
266.801,73.371,46294.85,271094.1,19.3702,1.518946,0.9899483,1.100545,0.04706018,0.007778836
270.136,70.036,44938.05,305472.2,20.61393,1.499321,1.034776,2.988113,0.08601823,0.002525833
273.471,66.701,42585.68,310725.2,19.83134,1.540161,1.382155,1.85578,0.06859361,0.004131518
276.806,63.366,38765.33,355943,22.24965,1.345435,1.056827,5.12876,0.02488824,-0.00182218
280.141,60.031,44164.55,298745.7,20.46311,1.531006,0.9739621,-0.09259102,0.02490512,0.005411598
283.476,56.696,45208.07,337806.1,19.61259,1.4463,0.9359164,2.478197,0.06014818,-0.002901072
286.811,53.361,39177.75,332843.3,20.26303,1.568883,1.14975,-1.434932,0.02980701,-0.0001766626
290.146,50.026,48300.38,308291.7,18.7936,1.495021,1.302298,3.203186,0.008818267,0.003707789
293.481,46.691,45280.45,322812.3,21.35036,1.508179,1.176248,0.827894,0.01983926,0.002604411
296.817,43.355,46395.55,290857.3,19.43079,1.464074,0.7920443,1.03202,0.02518235,0.005218799
300.152,40.02,45415,312178.8,21.92413,1.4133,0.9752803,2.608138,0.01533341,-0.002816971
303.487,36.685,42194.68,313914.9,20.65444,1.592563,1.277388,3.485532,0.02769858,0.01455274
306.822,33.35,44696.8,307362.5,21.25149,1.421703,0.9902262,2.054344,0.1498955,-0.002833433
310.157,30.015,42489.44,313902.9,19.20938,1.503717,0.9442326,2.878031,0.07037592,0.007211244
313.492,26.68,43770.79,336007.9,22.04389,1.502111,1.167454,3.614269,0.03750078,0.008425538
316.827,23.345,41480.95,319303.2,21.89009,1.578392,1.082391,3.449119,0.04120122,-2.85E-05
320.162,20.01,45634.66,297343,20.71787,1.452046,1.450365,3.003427,0.01380835,-0.002718802
323.497,16.675,45760.62,315035.9,22.63359,1.447853,1.220737,7.962946,0.02998674,-0.005396507
326.832,13.34,45831.78,307662.2,19.03619,1.503554,0.6637028,8.893229,0.08438935,0.008100646
330.167,10.0050000000001,44536.09,311114.6,20.58541,1.545098,0.9141034,13.23303,0.04596223,-0.009675489
333.502,6.67000000000002,42480.16,313995.6,19.89406,1.58622,1.491774,12.91662,0.01167791,0.008768879
336.837,3.33500000000004,44822.85,317664.8,19.73351,1.617996,1.198809,20.72995,0.2382524,0.004191616
340.172,0,45687.45,303390.1,21.04229,1.363692,2.048057,26.23125,3.323435,0.0189919
